case_id,category,source,url,expected_label,expected_malicious,api_mode,status,http_status,verdict,predicted_positive,predicted_danger,outcome,score,final_url,elapsed_seconds,pipeline_total_seconds,normalize_seconds,unchain_seconds,threat_db_seconds,domain_heuristic_seconds,content_analysis_seconds,gsb_checked,gsb_threat,gsb_error,urlhaus_checked,urlhaus_threat,urlhaus_match_type,urlhaus_error,domain_score,domain_signals,content_fetched,content_score,content_signals,content_error,content_status_code,ai_verdict,ai_error,ai_model,ai_prompt_tokens,ai_completion_tokens,ai_total_tokens,failed_at_stage,failure_error_code,failure_status_code,failure_error,no_verdict_reason,error
openphish_016,openphish_malicious,OpenPhish,https://ldgkooejkd.azulab24.workers.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,75,https://ldgkooejkd.azulab24.workers.dev/,1.419420,1.412159,0.000326,0.990812,0.149842,0.42017,,True,False,,True,False,,,75,HOSTING_PLATFORM|BRAND_IN_URL|FREE_HOSTING_LURE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_012,openphish_malicious,OpenPhish,https://www.roblox.com.bn/games/18687417158/FIXES-Forsaken?privateServerLinkCode=32521013251177191579040166837938&game_id=18687417158&game_name=FIXES-Forsaken,malicious,true,db_dependent,success,200,danger,true,true,TP,61,https://www.roblox.com.bn/games/18687417158/FIXES-Forsaken?privateServerLinkCode=32521013251177191579040166837938&game_id=18687417158&game_name=FIXES-Forsaken,6.706018,6.700851,0.000222,2.39377,0.161806,0.481795,3.824324,True,False,,True,False,,,30,BRAND_IN_URL,True,31,,,200,suspicious,,gpt-4o-mini,872,32,904,,,,,,
openphish_017,openphish_malicious,OpenPhish,https://www.robiox.com.gr/users/2634492674/profile/,malicious,true,db_dependent,failed,200,,false,false,ERROR,,https://www.robiox.com.gr/users/2634492674/profile/,1.521110,1.514009,0.000382,1.354886,0.153335,0.157878,,,,,,,,,,,,,,,,,,,,,,unchain,PAGE_UNAVAILABLE,404,페이지를 찾을 수 없습니다.,NO_VERDICT_PAGE_UNAVAILABLE,페이지를 찾을 수 없습니다.
openphish_013,openphish_malicious,OpenPhish,https://facebooks.com.vn/qla4ovqxkcj/?a&l,malicious,true,db_dependent,success,200,danger,true,true,TP,75,https://facebooks.com.vn/qla4ovqxkcj/?a&l,6.821580,6.814161,0.000272,0.90244,0.150114,3.752943,2.157711,True,False,,True,False,,,30,BRAND_IN_URL,True,45,,,200,phishing,,gpt-4o-mini,920,30,950,,,,,,
openphish_019,openphish_malicious,OpenPhish,http://vaibhavexpo.com/veterinaryeducationtoday/leebakeropendocaccess.html,malicious,true,db_dependent,failed,200,,false,false,ERROR,,http://vaibhavexpo.com/veterinaryeducationtoday/leebakeropendocaccess.html,1.074877,1.068351,0.000324,0.920359,0.146822,0.007532,,,,,,,,,,,,,,,,,,,,,,unchain,PAGE_UNAVAILABLE,,도메인 주소를 확인할 수 없습니다.,NO_VERDICT_PAGE_UNAVAILABLE,도메인 주소를 확인할 수 없습니다.
openphish_018,openphish_malicious,OpenPhish,https://customer-sp-alexk.pages.dev/help/contact/282824571426767/,malicious,true,db_dependent,success,200,danger,true,true,TP,82,https://customer-sp-alexk.pages.dev/help/contact/282824571426767/,1.713976,1.708596,0.000215,0.152279,0.147927,0.388149,1.167321,True,False,,True,False,,,51,HOSTING_PLATFORM|DGA_LIKE,True,31,SPA_SHELL,,200,suspicious,,gpt-4o-mini,715,32,747,,,,,,
openphish_020,openphish_malicious,OpenPhish,https://business-for-brynvero-8jq.pages.dev/login/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://business-for-brynvero-8jq.pages.dev/login/,1.524272,1.519527,0.000301,0.114888,0.152708,0.356863,1.046938,True,False,,True,False,,,80,HYPHEN_OVERUSE|HOSTING_PLATFORM|SENSITIVE_PATH|FREE_HOSTING_LURE|DGA_LIKE,True,31,SPA_SHELL,,200,suspicious,,gpt-4o-mini,743,33,776,,,,,,
openphish_022,openphish_malicious,OpenPhish,http://meta-porthub.pages.dev/appeals/submit-appeal-form/return,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://meta-porthub.pages.dev/appeals/submit-appeal-form/return,0.531224,0.524409,0.000295,0.149511,0.146419,0.373745,,True,False,,True,False,,,80,NO_HTTPS|HOSTING_PLATFORM|BRAND_IN_URL|FREE_HOSTING_LURE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_023,openphish_malicious,OpenPhish,http://www.bet6663.cc/,malicious,true,db_dependent,success,200,danger,true,true,TP,90,http://www.bet6663.cc/,1.561229,1.557189,0.000125,0.350352,0.148138,0.00087,1.05793,True,False,,True,False,,,45,NO_HTTPS|NEW_DOMAIN,True,45,,,200,phishing,,gpt-4o-mini,848,31,879,,,,,,
openphish_021,openphish_malicious,OpenPhish,https://www.gov-parkingssi.cyou/com/,malicious,true,db_dependent,success,200,danger,true,true,TP,86,https://www.gov-parkingssi.cyou/com/,2.297135,2.290216,0.000335,0.448813,0.148946,0.000802,1.691484,True,False,,True,False,,,55,BRAND_IN_URL|NEW_DOMAIN,True,31,SPA_SHELL,,200,suspicious,,gpt-4o-mini,706,32,738,,,,,,
openphish_024,openphish_malicious,OpenPhish,https://facebookweb.github.io/.com-application-help.center-/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://facebookweb.github.io/.com-application-help.center-/,17.015692,17.008527,0.000249,4.001457,5.000615,0.164843,8.00137,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_025,openphish_malicious,OpenPhish,https://facebookweb.github.io/.com-application-help.center-,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://facebookweb.github.io/.com-application-help.center-,17.013210,17.006552,0.000289,4.000483,5.001573,0.161542,8.001053,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_026,openphish_malicious,OpenPhish,http://zulpiyev.github.io/js29,malicious,true,db_dependent,success,200,safe,false,false,FN,15,http://zulpiyev.github.io/js29,17.014719,17.007911,0.00031,4.001692,5.00155,3.754036,8.001506,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_027,openphish_malicious,OpenPhish,http://beta.ldebc.com/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,http://beta.ldebc.com/,17.016530,17.007699,0.000346,4.001549,5.000166,3.756392,7.99984,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_028,openphish_malicious,OpenPhish,https://17384.xyz/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://17384.xyz/,17.017121,17.008659,0.000285,4.001161,5.001766,3.754961,8.001371,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_029,openphish_malicious,OpenPhish,https://t-mobile.mgyisw.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.mgyisw.top/pay/,17.017269,17.009881,0.000462,4.001306,5.001042,3.759447,8.001469,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_030,openphish_malicious,OpenPhish,https://t-mobile.omhuwk.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.omhuwk.top/pay/,17.017289,17.009182,0.000309,4.000762,5.0017,3.758527,8.000963,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_031,openphish_malicious,OpenPhish,https://t-mobile.pleuih.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.pleuih.top/pay/,17.013029,17.006874,0.00038,4.001539,5.000648,3.755619,8.000911,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_032,openphish_malicious,OpenPhish,https://t-mobile.vdlihq.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.vdlihq.top/pay/,17.012522,17.006648,0.000473,4.001065,5.000661,0.005333,8.000803,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_033,openphish_malicious,OpenPhish,https://t-mobile.pfjsug.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.pfjsug.top/pay/,17.016703,17.009025,0.00036,4.000779,5.001438,0.006571,8.000356,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_034,openphish_malicious,OpenPhish,https://hjsu8m.naifei.bet/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://hjsu8m.naifei.bet/,17.012910,17.008191,0.000173,4.001459,5.00027,3.752954,8.001206,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_035,openphish_malicious,OpenPhish,https://t-mobile.neplxt.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.neplxt.top/pay/,17.015423,17.008293,0.000238,4.000751,5.00062,3.756214,8.000335,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_036,openphish_malicious,OpenPhish,https://t-mobile.xdmcta.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.xdmcta.top/pay/,17.012633,17.007532,0.000464,4.000528,5.001303,0.003676,8.000573,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_037,openphish_malicious,OpenPhish,https://t-mobile.eomuay.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.eomuay.top/pay/,17.016428,17.009414,0.000374,4.000764,5.001631,3.757893,8.000939,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_038,openphish_malicious,OpenPhish,https://t-mobile.tsogbu.top/pay/,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://t-mobile.tsogbu.top/pay/,17.017155,17.010851,0.000221,4.000961,5.002111,3.755699,8.001571,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_039,openphish_malicious,OpenPhish,https://t-mobile.wemhki.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,95,https://t-mobile.wemhki.top/pay/,7.187672,7.181676,0.000368,4.00056,2.678814,0.006949,0.500779,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,False,15,FETCH_FAILED,http_error_520,520,,,,,,,,,,,,
openphish_041,openphish_malicious,OpenPhish,https://t-mobile.dgdwxl.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.dgdwxl.top/pay/,8.716492,8.710397,0.000237,4.000847,1.414669,0.003437,3.293568,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,45,,,200,phishing,,gpt-4o-mini,714,29,743,,,,,,
openphish_040,openphish_malicious,OpenPhish,https://t-mobile.behsxu.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.behsxu.top/pay/,8.836375,8.826175,0.000408,4.001363,1.556196,0.003519,3.266492,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,713,29,742,,,,,,
openphish_042,openphish_malicious,OpenPhish,https://t-mobile.pgkhwq.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.pgkhwq.top/pay/,6.039978,6.033317,0.000268,2.999419,0.149311,0.006632,2.883802,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,714,24,738,,,,,,
openphish_043,openphish_malicious,OpenPhish,https://t-mobile.wbpgct.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.wbpgct.top/pay/,6.825014,6.814496,0.000298,3.670455,0.189083,1.197626,1.945074,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,714,30,744,,,,,,
openphish_044,openphish_malicious,OpenPhish,https://t-mobile.gmtrjx.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.gmtrjx.top/pay/,6.921218,6.911917,0.000171,3.692535,0.165785,1.158292,2.060008,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,714,32,746,,,,,,
openphish_045,openphish_malicious,OpenPhish,https://t-mobile.pszcna.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.pszcna.top/pay/,6.190565,6.184334,0.000309,3.064395,0.165751,0.004481,2.953216,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,713,24,737,,,,,,
openphish_048,openphish_malicious,OpenPhish,https://sp10ct6-plortik-biz-glanex-vrutex.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,71,https://sp10ct6-plortik-biz-glanex-vrutex.pages.dev/,0.547169,0.540679,0.000273,0.1229,0.170724,0.417007,,True,False,,True,False,,,71,HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_046,openphish_malicious,OpenPhish,https://t-mobile.jnelfk.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.jnelfk.top/pay/,4.981654,4.97462,0.000333,2.147862,0.145654,0.368575,2.457408,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,714,25,739,,,,,,
openphish_049,openphish_malicious,OpenPhish,https://startling-marzipan-94f36b.netlify.app/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://startling-marzipan-94f36b.netlify.app/,2.585086,2.576497,0.000259,0.830476,0.152514,0.369901,1.375132,True,False,,True,False,,,80,HYPHEN_OVERUSE|HOSTING_PLATFORM|BRAND_IN_URL|FREE_HOSTING_LURE|DGA_LIKE,True,45,,,200,phishing,,gpt-4o-mini,865,30,895,,,,,,
openphish_047,openphish_malicious,OpenPhish,https://www.roblox.com.ml/users/453882844188/profile,malicious,true,db_dependent,success,200,danger,true,true,TP,91,https://www.roblox.com.ml/users/453882844188/profile,5.994121,5.986614,0.000286,1.124973,0.160864,2.257266,2.603207,True,False,,True,False,,,55,SUSPICIOUS_TLD|BRAND_IN_URL,True,36,EXTERNAL_LINK_OVERUSE,,200,suspicious,,gpt-4o-mini,820,28,848,,,,,,
openphish_050,openphish_malicious,OpenPhish,https://fortan.lol/,malicious,true,db_dependent,failed,200,,false,false,ERROR,,https://fortan.lol/,1.367369,1.360964,0.00024,0.044605,0.137899,1.31529,,,,,,,,,,,,,,,,,,,,,,unchain,PAGE_UNAVAILABLE,,도메인 주소를 확인할 수 없습니다.,NO_VERDICT_PAGE_UNAVAILABLE,도메인 주소를 확인할 수 없습니다.
openphish_052,openphish_malicious,OpenPhish,https://t-mobile.zjcaks.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,https://t-mobile.zjcaks.top/pay/,0.795232,0.789111,0.000261,0.614621,0.173742,0.007528,,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,False,0,FETCH_FAILED,page_unavailable,520,,,,,,,,,,,,
openphish_054,openphish_malicious,OpenPhish,https://t-mobile.vcwoba.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,https://t-mobile.vcwoba.top/pay/,1.829181,1.823746,0.000399,1.183958,0.143692,0.638578,,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,False,0,FETCH_FAILED,page_unavailable,520,,,,,,,,,,,,
openphish_051,openphish_malicious,OpenPhish,https://t-mobile.nmjbgt.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.nmjbgt.top/pay/,4.425560,4.417754,0.000287,1.067602,0.157582,0.386713,2.962259,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,868,32,900,,,,,,
openphish_053,openphish_malicious,OpenPhish,https://t-mobile.shobmp.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.shobmp.top/pay/,4.744187,4.73696,0.000243,1.494753,0.150694,0.575642,2.665487,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,751,32,783,,,,,,
openphish_055,openphish_malicious,OpenPhish,https://www.e-odeme.duckdns.org/,malicious,true,db_dependent,success,200,caution,true,false,TP,35,https://www.e-odeme.duckdns.org/,5.445074,5.439981,0.000265,4.001401,0.166587,0.597632,0.839654,True,False,,True,False,,,20,HOSTING_PLATFORM,False,15,FETCH_FAILED,connect_error,,,,,,,,,,,,,
openphish_057,openphish_malicious,OpenPhish,http://mobil2e.de/,malicious,true,db_dependent,success,200,danger,true,true,TP,71,http://mobil2e.de/cas/login/?locale=de,4.298669,4.291962,0.000262,2.340986,0.162093,0.182049,1.767839,True,False,,True,False,,,40,NO_HTTPS|SENSITIVE_PATH,True,31,,,200,suspicious,,gpt-4o-mini,878,31,909,,,,,,
openphish_056,openphish_malicious,OpenPhish,https://t-mobile.gmfbve.top/pay/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://t-mobile.gmfbve.top/pay/,6.474111,6.467138,0.000269,3.469082,0.217924,0.005373,2.779258,True,False,,True,False,,,80,SUSPICIOUS_TLD|SENSITIVE_PATH|BRAND_IN_URL|NEW_DOMAIN,True,31,,,200,suspicious,,gpt-4o-mini,714,31,745,,,,,,
openphish_059,openphish_malicious,OpenPhish,http://www.1615uuu.com/,malicious,true,db_dependent,success,200,caution,true,false,TP,51,http://www.1615uuu.com/,2.161147,2.154993,0.000238,0.136182,0.16162,0.74933,1.268442,True,False,,True,False,,,20,NO_HTTPS,True,31,,,200,suspicious,,gpt-4o-mini,695,28,723,,,,,,
openphish_058,openphish_malicious,OpenPhish,https://www.roblox.com.et/users/191896003627/profile,malicious,true,db_dependent,success,200,danger,true,true,TP,61,https://www.roblox.com.et/users/191896003627/profile,5.590757,5.585989,8.9e-05,2.081551,0.531305,0.417585,2.9724,True,False,,True,False,,,30,BRAND_IN_URL,True,31,,,200,suspicious,,gpt-4o-mini,905,32,937,,,,,,
openphish_060,openphish_malicious,OpenPhish,https://q.funyfpt.org/dbcpo/class/,malicious,true,db_dependent,success,200,safe,false,false,FN,,https://q.funyfpt.org/dbcpo/class/,3.662701,3.657058,0.000252,1.663144,0.141438,0.001477,1.851662,True,False,,True,False,,,,,True,0,,,200,benign,,gpt-4o-mini,694,30,724,,,,,,
openphish_061,openphish_malicious,OpenPhish,https://www.rwenzoritechub.com/doublec/po/rabi/xnkPvzG/amFzb24uYmVhdW1vbnRAbXl0b25mb29kZ3JvdXAuY29t,malicious,true,db_dependent,success,200,danger,true,true,TP,62,https://www.rwenzoritechub.com/doublec/po/rabi/xnkPvzG/amFzb24uYmVhdW1vbnRAbXl0b25mb29kZ3JvdXAuY29t,2.982889,2.976138,0.000395,1.072013,0.152457,0.002509,1.75061,True,False,,True,False,,,31,DGA_LIKE,True,31,,,200,suspicious,,gpt-4o-mini,740,32,772,,,,,,
openphish_064,openphish_malicious,OpenPhish,http://sp10ct6-froltek-biz-slanvor-drunex.pages.dev/,malicious,true,db_dependent,success,200,danger,true,true,TP,80,http://sp10ct6-froltek-biz-slanvor-drunex.pages.dev/,0.529714,0.523608,0.000203,0.125696,0.145953,0.396879,,True,False,,True,False,,,80,NO_HTTPS|HYPHEN_OVERUSE|HOSTING_PLATFORM|DGA_LIKE,False,0,FETCH_FAILED,page_unavailable,403,,,,,,,,,,,,
openphish_065,openphish_malicious,OpenPhish,https://peeyushgupta967.github.io/amazonClonewebpage-with-help-of-html-and-css-,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://peeyushgupta967.github.io/amazonClonewebpage-with-help-of-html-and-css-/,1.709241,1.704548,0.000234,0.379383,0.186788,0.186188,1.137518,True,False,,True,False,,,80,HOSTING_PLATFORM|BRAND_IN_URL|FREE_HOSTING_LURE|DGA_LIKE,True,31,,,200,suspicious,,gpt-4o-mini,819,29,848,,,,,,
openphish_066,openphish_malicious,OpenPhish,https://cuentainactiva2026.github.io/email,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://cuentainactiva2026.github.io/email/,1.595657,1.590328,0.000175,0.290052,0.15995,0.174377,1.125258,True,False,,True,False,,,75,HOSTING_PLATFORM|BRAND_IN_URL|FREE_HOSTING_LURE,True,31,,,200,suspicious,,gpt-4o-mini,758,29,787,,,,,,
