case_id,category,url,expected_label,expected_malicious,source
openphish_031,openphish_malicious,https://t-mobile.pleuih.top/pay/,malicious,true,OpenPhish
openphish_032,openphish_malicious,https://t-mobile.vdlihq.top/pay/,malicious,true,OpenPhish
openphish_033,openphish_malicious,https://t-mobile.pfjsug.top/pay/,malicious,true,OpenPhish
openphish_034,openphish_malicious,https://hjsu8m.naifei.bet/,malicious,true,OpenPhish
openphish_035,openphish_malicious,https://t-mobile.neplxt.top/pay/,malicious,true,OpenPhish
openphish_036,openphish_malicious,https://t-mobile.xdmcta.top/pay/,malicious,true,OpenPhish
openphish_037,openphish_malicious,https://t-mobile.eomuay.top/pay/,malicious,true,OpenPhish
openphish_038,openphish_malicious,https://t-mobile.tsogbu.top/pay/,malicious,true,OpenPhish
openphish_039,openphish_malicious,https://t-mobile.wemhki.top/pay/,malicious,true,OpenPhish
openphish_040,openphish_malicious,https://t-mobile.behsxu.top/pay/,malicious,true,OpenPhish
openphish_041,openphish_malicious,https://t-mobile.dgdwxl.top/pay/,malicious,true,OpenPhish
openphish_042,openphish_malicious,https://t-mobile.pgkhwq.top/pay/,malicious,true,OpenPhish
openphish_043,openphish_malicious,https://t-mobile.wbpgct.top/pay/,malicious,true,OpenPhish
openphish_044,openphish_malicious,https://t-mobile.gmtrjx.top/pay/,malicious,true,OpenPhish
openphish_045,openphish_malicious,https://t-mobile.pszcna.top/pay/,malicious,true,OpenPhish
openphish_046,openphish_malicious,https://t-mobile.jnelfk.top/pay/,malicious,true,OpenPhish
openphish_047,openphish_malicious,https://www.roblox.com.ml/users/453882844188/profile,malicious,true,OpenPhish
openphish_048,openphish_malicious,https://sp10ct6-plortik-biz-glanex-vrutex.pages.dev/,malicious,true,OpenPhish
openphish_049,openphish_malicious,https://startling-marzipan-94f36b.netlify.app/,malicious,true,OpenPhish
openphish_050,openphish_malicious,https://fortan.lol/,malicious,true,OpenPhish
openphish_051,openphish_malicious,https://t-mobile.nmjbgt.top/pay/,malicious,true,OpenPhish
openphish_052,openphish_malicious,https://t-mobile.zjcaks.top/pay/,malicious,true,OpenPhish
openphish_053,openphish_malicious,https://t-mobile.shobmp.top/pay/,malicious,true,OpenPhish
openphish_054,openphish_malicious,https://t-mobile.vcwoba.top/pay/,malicious,true,OpenPhish
openphish_055,openphish_malicious,https://www.e-odeme.duckdns.org/,malicious,true,OpenPhish
openphish_056,openphish_malicious,https://t-mobile.gmfbve.top/pay/,malicious,true,OpenPhish
openphish_057,openphish_malicious,http://mobil2e.de/,malicious,true,OpenPhish
openphish_058,openphish_malicious,https://www.roblox.com.et/users/191896003627/profile,malicious,true,OpenPhish
openphish_059,openphish_malicious,http://www.1615uuu.com/,malicious,true,OpenPhish
openphish_060,openphish_malicious,https://q.funyfpt.org/dbcpo/class/,malicious,true,OpenPhish
openphish_061,openphish_malicious,https://www.rwenzoritechub.com/doublec/po/rabi/xnkPvzG/amFzb24uYmVhdW1vbnRAbXl0b25mb29kZ3JvdXAuY29t,malicious,true,OpenPhish
openphish_062,openphish_malicious,http://roblox.com.bn/communities/566621363410/RedFieryBlaze,malicious,true,OpenPhish
openphish_063,openphish_malicious,https://s4w.in/roblox-com-users-328195390493-profile,malicious,true,OpenPhish
openphish_064,openphish_malicious,http://sp10ct6-froltek-biz-slanvor-drunex.pages.dev/,malicious,true,OpenPhish
openphish_065,openphish_malicious,https://peeyushgupta967.github.io/amazonClonewebpage-with-help-of-html-and-css-,malicious,true,OpenPhish
openphish_066,openphish_malicious,https://cuentainactiva2026.github.io/email,malicious,true,OpenPhish
openphish_067,openphish_malicious,http://pdf30-p-fi13.5676hygh5ghg.workers.dev/,malicious,true,OpenPhish
openphish_068,openphish_malicious,http://sp5ct6-qravlor-biz-slurnik-framvor.pages.dev/,malicious,true,OpenPhish
openphish_069,openphish_malicious,http://sp10ct6-zarnex-biz-fralvik-qortem.pages.dev/,malicious,true,OpenPhish
openphish_070,openphish_malicious,http://sp10ct6-vrontek-biz-slarnix-framor.pages.dev/,malicious,true,OpenPhish
openphish_071,openphish_malicious,http://sp5ct6-plamnik-biz-glortex-dravtor.pages.dev/,malicious,true,OpenPhish
openphish_072,openphish_malicious,https://nul-01a.github.io/invest-fix,malicious,true,OpenPhish
openphish_073,openphish_malicious,https://sp5ct6-slarnik-biz-vroltor-framtex.pages.dev/,malicious,true,OpenPhish
openphish_074,openphish_malicious,http://sp5ct6-framnik-biz-plaqtor-glortex.pages.dev/,malicious,true,OpenPhish
openphish_075,openphish_malicious,https://emamazumder.github.io/Amazon-Clone-Website,malicious,true,OpenPhish
openphish_076,openphish_malicious,http://sp5ct6-plaqtex-biz-dravlor-sluntik.pages.dev/,malicious,true,OpenPhish
openphish_077,openphish_malicious,https://make-bet365.com.cn/,malicious,true,OpenPhish
openphish_078,openphish_malicious,https://acc.partner-credit-submission.com/__;!!bt8rzum9aw!5t7lf5li5nfedhsbbwoxmqglod6rtyiw990oxsxmvhunjfwsu0puc68sspi7_9ct2vdnylpffqacoxaj$/,malicious,true,OpenPhish
openphish_079,openphish_malicious,https://17402.xyz/,malicious,true,OpenPhish
openphish_080,openphish_malicious,http://sp5ct6-fraltek-biz-glarnor-vraqnik.pages.dev/,malicious,true,OpenPhish
openphish_081,openphish_malicious,https://itsuppports.com/?r=29f30695-002d-440b-984a-a10eebd02ce2&rg=eu,malicious,true,OpenPhish
openphish_082,openphish_malicious,https://www.roblox.et/communities/8419765658/unset,malicious,true,OpenPhish
openphish_083,openphish_malicious,http://www.1775ooooo.com/,malicious,true,OpenPhish
openphish_084,openphish_malicious,http://email.securebankinggroup.eu/education_redirect_second?475d964a-0243-46bf-aefd-66da26254efa,malicious,true,OpenPhish
openphish_085,openphish_malicious,http://email.securebankinggroup.eu/107519/8af662/475d964a-0243-46bf-aefd-66da26254efa,malicious,true,OpenPhish
openphish_086,openphish_malicious,https://above-directly-entity-revolution.trycloudflare.com/,malicious,true,OpenPhish
openphish_087,openphish_malicious,https://www.roblox.com.bi/games/5404622265/Teen-Titans-Tycoon?privateServerLinkCode=35976373059471016383959043181064&game_id=5404622265&game_name=Teen-Titans-Tycoon,malicious,true,OpenPhish
openphish_088,openphish_malicious,https://www.roblox.com.bn/games/132290125653678/Steal-Kyan?privateServerLinkCode=32521013251177191579040166837938&game_id=132290125653678&game_name=Steal-Kyan,malicious,true,OpenPhish
openphish_089,openphish_malicious,http://www.qr.codes/UDpCqT/,malicious,true,OpenPhish
openphish_090,openphish_malicious,https://coversmine.weebly.com/blog/wwe-2k-battlegrounds-caw,malicious,true,OpenPhish
openphish_091,openphish_malicious,http://prime-memebrship.su/,malicious,true,OpenPhish
openphish_092,openphish_malicious,http://apple-clone-flame.vercel.app/,malicious,true,OpenPhish
openphish_093,openphish_malicious,http://eu.webservices.asia/education_redirect_second?475d964a-0243-46bf-aefd-66da26254efa,malicious,true,OpenPhish
openphish_094,openphish_malicious,http://eu.webservices.asia/107519/8af662/475d964a-0243-46bf-aefd-66da26254efa,malicious,true,OpenPhish
openphish_095,openphish_malicious,http://sp5ct6-tramtek-biz-vraqnix-slarnor.pages.dev/,malicious,true,OpenPhish
openphish_096,openphish_malicious,http://helps-live-apps-login.pages.dev/,malicious,true,OpenPhish
openphish_097,openphish_malicious,http://sites.google.com/view/validasbcattbelsouth/confirmation-page/,malicious,true,OpenPhish
openphish_098,openphish_malicious,https://www.roblox.com.kz/users/1179291790/profile,malicious,true,OpenPhish
openphish_099,openphish_malicious,https://makeredto.org/wp-content/themes/help/hard_88390993993/ups/indexbill.php/,malicious,true,OpenPhish
openphish_100,openphish_malicious,https://store.communityappitem.shop/workshop/AK47-EternalDecay/,malicious,true,OpenPhish
