case_id,category,url,expected_label,expected_malicious,source
openphish_049,openphish_malicious,https://sadxq.shkul.com/DHX5gHumBjuUprgB?q=Y2xpZW50LXJlcXVlc3QtaWQ9Y2RkMjUyN2QtMjI3OS00NTJjLWI3M2EtNzBiNTJhMmNiNzQ0JmNsaWVudF9pZD00NzY1NDQ1Yi0zMmM2LTQ5YjAtODNlNi0xZDkzNzY1Mjc2Y2EmbWt0PWVuLVVTJm5vbmNlPTYzOTE3OTMzNjQ2OTk0MDgxNi5NbU5oWW1NeVpEY3RZakpoTkMwMFptRm1MVGc1WmpndE16VXdNVEJrWkdabU16TmhaamhoTm1NeE1tUXRNMkZoTnkwME5qVXhMV0ZsTkdVdFpUYzFNbVptT1RBeVpXSmgmcmVkaXJlY3RfdXJpPWh0dHBzJTNBJTJGJTJGd3d3Lm9mZmljZS5jb20lMkZsYW5kaW5ndjImcmVzcG9uc2VfbW9kZT1mb3JtX3Bvc3QmcmVzcG9uc2VfdHlwZT1jb2RlK2lkX3Rva2VuJnNjb3BlPW9wZW5pZCtwcm9maWxlK2h0dHBzJTNBJTJGJTJGd3d3Lm9mZmljZS5jb20lMkZ2MiUyRk9mZmljZUhvbWUuQWxsJnN0YXRlPU1fNGpnV1JBY1NBY3VxOHBRQi16R3oyMktxaEVSdWVMdjExR0ZfSHVMcHd4Yl9wbFoyZDlUNjRndTdkOGdfUG01Q01qdXFrNGllVllhR1E4Rk5GZ2lUUVJrOVVNUG54YUZTTEdxQzY3UWhCQWs1a19taktkVS1JMmMzYmxHRnB6Nkc5YWdwMzlqTTJqMTBua0wxX0tNV3duZzk2MDhEZlkwX3VfTjFoaEJuWlY5UllsSzBTZ18xaFVBUVdITkwyX01mbUtfTWVCLVJKbmVaaWJJLVFmam1JX1Q1eU1ZM1VBdUNiLWhVRkMxcUpxdkViLXVmLUtzS05UdFVMUEFjZVZ1ZkNqd3U4MXppSFhyMS1iV3RkNEJlVWZXQ28xNjAxRW9LbjRiUTdoYVg3NUxkTGxhMmhnXzZxSmpEZzdKbFlUSHhUdEp5V1ZlckNpVHdnQVIzZnlnRVo3SG5hRVFJQnNiQ1VqUDhtT21ROUFybEtITGc0ZHhvand1eGJOc2NFZWdwV3Z5Mm9CMG5FQ3I3S2licE9ROTVqdnZxajRTU05VbXExQTZaU2hEMTgmdWlfbG9jYWxlcz1lbi1VUyZ4LWNsaWVudC1TS1U9SURfTkVUOF8wJngtY2xpZW50LXZlcj04LjE0LjAuMA%3D%3D,malicious,true,OpenPhish
openphish_050,openphish_malicious,https://sadxq.shkul.com/,malicious,true,OpenPhish
openphish_051,openphish_malicious,https://hfmthsga.vercel.app/,malicious,true,OpenPhish
openphish_052,openphish_malicious,https://www.hfmthsga.vercel.app/,malicious,true,OpenPhish
openphish_053,openphish_malicious,https://onlineservicetec.com/landingpages/90d69b1d-cc46-48a6-8a25-a3222e9cce64/uav_usonfsaxnvby-4z2ughpj76_dljgiidxbz7r33m,malicious,true,OpenPhish
openphish_054,openphish_malicious,http://robloxmax.top/,malicious,true,OpenPhish
openphish_055,openphish_malicious,https://www.roblox.com.ml/games/920587237/Adopt-Me?privateServerLinkCode=112643678620168316415463232353,malicious,true,OpenPhish
openphish_056,openphish_malicious,https://ylwz05.com/,malicious,true,OpenPhish
openphish_057,openphish_malicious,https://gemini-balance.755176.xyz/,malicious,true,OpenPhish
openphish_058,openphish_malicious,https://roblox.iconce.com/heavenlyexpert,malicious,true,OpenPhish
openphish_059,openphish_malicious,https://web-git-06-09-fixwebtdpallnetworksoptionupdatest-619c96-uniswap.vercel.app/,malicious,true,OpenPhish
openphish_060,openphish_malicious,https://early-harlequin-utnj57ge.edgeone.app/,malicious,true,OpenPhish
openphish_061,openphish_malicious,https://robloxr.com.es/users/559211103/profile,malicious,true,OpenPhish
openphish_062,openphish_malicious,https://exciting-context-711590.framer.app/,malicious,true,OpenPhish
openphish_063,openphish_malicious,https://ku2.me/FrDPL,malicious,true,OpenPhish
openphish_064,openphish_malicious,https://etspine.co.za/fell/docusign.html,malicious,true,OpenPhish
openphish_065,openphish_malicious,http://globalterdaftarkan.com/,malicious,true,OpenPhish
openphish_066,openphish_malicious,https://clubenvantagens.s3.us-east-005.backblazeb2.com/aumento.html,malicious,true,OpenPhish
openphish_067,openphish_malicious,http://www.chilhoodgames.com/,malicious,true,OpenPhish
openphish_068,openphish_malicious,https://discordinc.netlify.app/,malicious,true,OpenPhish
openphish_069,openphish_malicious,http://www.smartconsulate.com/wp-includes/talibansource.html,malicious,true,OpenPhish
openphish_070,openphish_malicious,http://hoangnguyen275.github.io/amazon-clone-website/,malicious,true,OpenPhish
openphish_071,openphish_malicious,https://www.cbstakes.com/,malicious,true,OpenPhish
openphish_072,openphish_malicious,https://faceboook.zapisy-teraz.com/,malicious,true,OpenPhish
openphish_073,openphish_malicious,https://wikii--trezurwallet.gitbook.io/,malicious,true,OpenPhish
openphish_074,openphish_malicious,https://trezor.app-suite-io.com/,malicious,true,OpenPhish
openphish_075,openphish_malicious,https://binance-1-2-11-uniswap.vercel.app/?intro=true,malicious,true,OpenPhish
openphish_076,openphish_malicious,https://adminitracion-serviciosbhd2026.iceiy.com/,malicious,true,OpenPhish
openphish_077,openphish_malicious,https://metamask-scam.blogspot.com/2023/01/?m=1,malicious,true,OpenPhish
openphish_078,openphish_malicious,https://binance-1-2-11-uniswap.vercel.app/explore,malicious,true,OpenPhish
openphish_079,openphish_malicious,https://trackingservice.monday.com/tracker/link?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvcmlnaW5hbFVybCI6Imh0dHBzOi8vYXZhbnRlc2hpcHBpbmcuY29tLy0vYXBwZXNiZGsiLCJlbWFpbElkIjoiZjQ3OTUxOTEtZmU0Ni00NzdiLWJlNWMtNmEwODEyMjliNzg5IiwiaWF0IjoxNzgyMjkwMTMxfQ.beIq4G3BLkA0trHhUBShEAgP_Rceo0ainz4rbv_sRHQ&r=euc1,malicious,true,OpenPhish
openphish_080,openphish_malicious,https://93kok.com/,malicious,true,OpenPhish
openphish_081,openphish_malicious,https://tu-dresden-iwgsonq.4webshare.com/ephyvpwbjdomh455cmixmjgr6g2gbjdcr6mcfc62wcycgt/?5rqpS4Rd,malicious,true,OpenPhish
openphish_082,openphish_malicious,http://serviceupdatevalidator.serveousercontent.com/,malicious,true,OpenPhish
openphish_083,openphish_malicious,https://masakkaktivasyondogrula.duckdns.org/,malicious,true,OpenPhish
openphish_084,openphish_malicious,https://www.roblox.com.ml/users/328870618152/profile,malicious,true,OpenPhish
openphish_085,openphish_malicious,https://vniswap-v3-interface.vercel.app/,malicious,true,OpenPhish
openphish_086,openphish_malicious,https://facebook-main.vercel.app/,malicious,true,OpenPhish
openphish_087,openphish_malicious,https://login.edoctransfer.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a/,malicious,true,OpenPhish
openphish_088,openphish_malicious,https://sam00-b.github.io/amazonclone/orders.html,malicious,true,OpenPhish
openphish_089,openphish_malicious,https://anahirschle.com.br/css/domains/eovlogin.php,malicious,true,OpenPhish
openphish_090,openphish_malicious,https://www.roblox.com.ml/games/17625359962/RIVALS?privateServerLinkCode=312445267363147851234586084412,malicious,true,OpenPhish
openphish_091,openphish_malicious,https://www.roblox.com.ml/users/232360512228/profile,malicious,true,OpenPhish
openphish_092,openphish_malicious,https://ledhjgfdh-sdfjghd.pages.dev/index.htm/,malicious,true,OpenPhish
openphish_093,openphish_malicious,https://up-to1.pages.dev/%25/,malicious,true,OpenPhish
openphish_094,openphish_malicious,https://lockerinfo.world/,malicious,true,OpenPhish
openphish_095,openphish_malicious,https://www.roblox.com.ml/games/139602549760914/GIRLS-ELEVATOR?privateServerLinkCode=419758671117178446287708878631,malicious,true,OpenPhish
openphish_096,openphish_malicious,https://www.roblox.com.bi/games/89391218331997/I-DONT-NEED-A-SWORD-TO-SLAP?privateServerLinkCode=78507800431220670976570575654365,malicious,true,OpenPhish
openphish_097,openphish_malicious,https://www.roblox.com.ml/games/10141683154/Unreal-Simulation?privateServerLinkCode=419758671117178446287708878631,malicious,true,OpenPhish
openphish_098,openphish_malicious,https://ultimateguide.info/department5573/?e=verar@32dcc541f2e732dc85a6da44fcf21f9d8f3e.net&fl=m3SawX2HnmKBtmCrm5p0fn2dppd_oHJ3rw&op=97C1466&s3=Lukasz&s4=Korniluk&s5=&s6=&s7=&s8=,malicious,true,OpenPhish
openphish_099,openphish_malicious,https://workspacestudioservices.com/ftx/page.html,malicious,true,OpenPhish
openphish_100,openphish_malicious,https://coinbase_v_login.godaddysites.com/,malicious,true,OpenPhish
